indexInPlaylistFile|song_id|song_name|artist_name|popularity|acousticness|energy|liveness|tempo|speechiness|instrumentalness|time_signature|danceability|key|duration_ms|loudness|valence|mode|playlist|old_playlist|count
343|372x09E4rR1iEfurI9OKW2|Fredag (feat. Bar Z)|Eebz|1|0.0739|0.726|0.168|126.33|0.0906|0|5|0.719|2|164731|-4.419|0.37|1|newhits|newhits|1
344|671YHAmMvVCc6MfL2C3pov|Don't Be so Shy - Filatov & Karas Remix|Imany|16|0.034|0.954|0.412|119.979|0.05|0.0103|4|0.737|8|190000|-2.936|0.904|0|newhits|newhits|1
345|7ffeTBJ2Trz32lXX3max3C|Alle Er Her (Why U No Dey)|Vild Smith|23|0.00239|0.68|0.0964|129.97|0.0479|0|4|0.921|1|229043|-6.755|0.432|0|newhits|newhits|1
346|7BKLCZ1jbUBVqRi2FVlTVw|Closer|The Chainsmokers|88|0.414|0.524|0.111|95.01|0.0338|0|4|0.748|8|244960|-5.599|0.661|1|newhits|newhits|3
347|2mH8fFT8XRgkjsDnq87g2t|Tanker|Aidino|20|0.1|0.719|0.19|106.977|0.0842|0|4|0.746|4|195140|-6.551|0.887|0|newhits|newhits|1
348|1YNX3GbvdmuENbpp6bcrs3|Zebah|NODE|44|0.197|0.798|0.0868|114.98|0.0638|0|4|0.853|10|241043|-5.435|0.509|0|newhits|newhits|1
349|7sU6BDmS1qwb78OpUMARPb|I'm in Love with the Coco|Hitimpulse|57|0.0216|0.562|0.264|151.841|0.0384|0.0157|4|0.614|7|186653|-6.958|0.231|0|newhits|newhits|1
350|18LRRX77dX9vXM8NGEqHQF|Bottles Up|Mandaroo|0|0.182|0.831|0.0949|111.985|0.0891|0.0182|4|0.609|7|176222|-7.24|0.234|0|newhits|newhits|1
351|0akznwBCaPCVAtiGblDtHt|Cold Ain't For Me|Oceans|55|0.00212|0.84|0.391|105.027|0.031|0|4|0.643|7|205812|-3.423|0.356|1|newhits|newhits|1
352|4dpCTl2xWXlvQIntvuIy2f|Arne|Ftr|49|0.227|0.653|0.241|99.875|0.0373|0|4|0.672|7|182400|-6.747|0.806|0|newhits|newhits|1
353|4wtR6HB3XekEengMX17cpc|Children|Robert Miles|68|0.000295|0.755|0.0625|137.064|0.0337|0.812|4|0.604|0|243267|-10.761|0.388|1|newhits|newhits|2
354|4GTAnoPNSWBFYwPDJHyZsy|Doorstep|ANYA|34|0.0449|0.656|0.216|144.968|0.0472|2.53E-06|4|0.728|4|185589|-6.157|0.755|0|newhits|newhits|1
355|4o5R0JynEF6szRWQAdV4s9|Frels Mig|Nik & Jay|40|0.0333|0.773|0.268|129.991|0.0908|5.55E-06|4|0.732|5|215295|-4.712|0.41|0|newhits|newhits|1
356|7g04srseIxDHZzOj19Bswq|Mon Ami (feat. Shaka Loveless)|Livid|42|0.348|0.627|0.354|110.087|0.0624|0|4|0.73|8|225393|-6.338|0.549|0|newhits|newhits|1
357|3erAiWBiKsbVG39cqCrsI0|Human|Rag'n'Bone Man|26|0.414|0.698|0.169|75.073|0.276|0|4|0.643|11|199413|-4.094|0.556|1|newhits|newhits|2
358|3twCUGTgaS4aq2345695GZ|Torsdag Nat|Ung Gang|22|0.166|0.448|0.0829|101.028|0.155|0|4|0.88|9|193425|-9.906|0.368|1|newhits|newhits|1
359|1JIKww0T1sRpXayUTaHmST|Klip|Jimilian|44|0.00212|0.622|0.124|98.986|0.0913|0|4|0.745|11|189101|-7.435|0.688|1|newhits|newhits|1
360|3Gb3nqifjuqRomranzhh99|Drikker For Lidt|Gulddreng|44|0.371|0.555|0.252|135.903|0.0461|0|4|0.614|0|190623|-5.194|0.393|0|newhits|newhits|1
361|1G3lVsEKehPY6K0ST1fmfF|Blind|Lord Siva|32|0.117|0.621|0.143|178.359|0.0798|0|4|0.657|5|241113|-6.647|0.417|0|newhits|newhits|1
362|0kTJRJ5HgCPqaa6ZHlKpdQ|DATA|Aidino|23|0.194|0.658|0.107|199.674|0.238|4.96E-06|4|0.705|5|182459|-6.254|0.756|0|newhits|newhits|1
363|1oKbnNhj2rqZtTyfOGYDp7|Du Og Jeg - Magi I Luften|Page Four|43|0.075|0.629|0.15|126.554|0.0295|0|4|0.57|8|229093|-5.571|0.233|1|newhits|newhits|1
364|4DL3VHjjVEWkC8qUyvGMqn|Mere end det her?|"Moses: ""Andreas"""|28|0.0845|0.56|0.045|85.517|0.0593|2.46E-05|4|0.55|7|222206|-5.829|0.323|0|newhits|newhits|1
365|64PfnGAkmThzFuZAaRo7tZ|Lnge Siden|TopGunn|45|0.0333|0.573|0.159|142.026|0.049|0|4|0.713|3|172163|-7.717|0.565|0|newhits|newhits|1
366|6q6rXNIA69aPAACcZMaU1I|Nemt|Gulddreng|41|0.0529|0.747|0.121|95.034|0.0559|0|4|0.631|1|235274|-4.031|0.371|0|newhits|newhits|1
367|2rui6bCZAz3yJ7YFQeyWMq|Guld Jul|Gulddreng|40|0.333|0.511|0.102|83.01|0.0375|0|4|0.326|0|227024|-4.737|0.212|1|newhits|newhits|1
368|7uXAWHUWb9XiR7tXoLw4uD|Helwa|Gilli|52|0.176|0.648|0.133|121.018|0.073|9.78E-05|4|0.769|5|210248|-5.951|0.708|0|newhits|newhits|1
369|71QQob1CUAwvN4pfC7jkLM|For Evigt Ung|Sleiman|50|0.434|0.749|0.139|118.021|0.0315|9.13E-06|4|0.686|7|217754|-4.991|0.533|0|newhits|newhits|1
370|0uzDIwBM4LEzKDTDbQDdeG|Kold December|Cisilia|34|0.0667|0.6|0.241|77.496|0.0372|0|4|0.61|5|205935|-4.931|0.252|0|newhits|newhits|1
371|2rt7ngjBKXKufIVz2xmVMd|Ked Af Det|Gulddreng|45|0.21|0.738|0.136|146.121|0.0765|0|4|0.628|8|196395|-2.962|0.865|0|newhits|newhits|1
372|77xHMcAvzgm9n5FQtNpHlN|Bara F Va Mig Sjlv|Laleh|53|0.00634|0.717|0.0674|92.489|0.0482|0.000223|4|0.737|8|214888|-5.505|0.262|1|newhits|newhits|1
373|2LYJsIONrRG3p43Pd9nUs7|Nasty Bitch|ROMAX|49|0.00147|0.823|0.557|127.936|0.202|0.307|4|0.771|5|157500|-4.953|0.443|0|newhits|newhits|1
374|3vepq206APAzMd9eOmyIbX|Love Me Or Hate Me|Lady Sovereign|14|0.0145|0.806|0.0686|120.012|0.0714|0|4|0.888|7|209827|-4.717|0.913|1|newhits|newhits|1
375|6U8TetZXVxq0uFCkbHImP7|Nathalia|Burhan G|28|0.0536|0.878|0.216|119.014|0.0997|0.000271|4|0.71|4|318933|-5.727|0.674|0|newhits|newhits|1
376|616r2OG2EWcY5zbTYJflRC|Diana|Burhan G|42|0.11|0.757|0.324|105.956|0.0306|0|4|0.617|2|197787|-4.035|0.423|0|newhits|newhits|1
377|0FE9t6xYkqWXU2ahLh6D8X|Shape of You|Ed Sheeran|82|0.581|0.652|0.0931|95.977|0.0802|0|4|0.825|1|233713|-3.183|0.931|0|newhits|newhits|3
378|3NdDpSvN911VPGivFlV5d0|"I Dont Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""|ZAYN|45|0.0631|0.451|0.325|117.973|0.0585|1.3E-05|4|0.735|0|245200|-8.374|0.0862|1|newhits|newhits|2
379|4Jg4Qp4byYVpJ5m5NpiLa9|God Dag|KESI|54|0.0665|0.7|0.111|111.966|0.0652|2.21E-05|5|0.823|4|172857|-4.907|0.744|0|newhits|newhits|1
380|2hgzdQdnfWwtdpZbhZlV72|Ain't Your Mama|Jennifer Lopez|74|0.0472|0.678|0.0654|120.075|0.233|9.14E-06|4|0.757|8|218235|-5.529|0.82|0|newhits|newhits|2
381|5lp4bJ3AAEP2k2GdR8VVoL|Tror Vi Er Nem|Amanda|42|0.342|0.699|0.142|100.066|0.155|0|4|0.795|0|176640|-5.172|0.549|0|newhits|newhits|1
382|2cUxbGGmepZ6ULaWcpIbtW|Sat Fri|Ude Af Kontrol|0|0.12|0.974|0.037|131.979|0.0466|6.1E-05|4|0.727|0|203787|-6.891|0.153|0|newhits|newhits|1
383|2tYCgQ7lAX2YCJtvgpdrqe|Fokus|TopGunn|35|0.0502|0.526|0.0959|188.852|0.188|0.000159|3|0.378|1|161876|-4.752|0.5|0|newhits|newhits|1
384|068tcMkfYMsPd06kuQACB0|Drama (feat. Johnson)|TopGunn|35|0.0565|0.763|0.0708|133.909|0.121|0|4|0.863|4|190617|-5.449|0.91|1|newhits|newhits|1
385|3qBih7eQHCqFWO4SwLoHFB|Hun Blev Bare S Glad|Suspekt|1|0.138|0.457|0.532|138.777|0.141|2.15E-06|4|0.773|1|178227|-7.352|0.162|1|newhits|newhits|1
386|2j3sJgcBJ0qMSMAr2t12v8|Don't U Worry - feat. Barbara Moleko|Faustix|43|0.0301|0.784|0.275|107.514|0.123|6.73E-06|4|0.476|1|191667|-6.88|0.7|0|newhits|newhits|1
387|2SZy40PLDk3vFucXUGFCFA|You Don't Know Me|Jax Jones|22|0.165|0.67|0.185|124.011|0.126|0|4|0.874|11|213947|-6.064|0.68|0|newhits|newhits|2
388|1CireMJYXN8Rw4u1HG5GFZ|Shutdown|Skepta|65|0.126|0.746|0.508|104.044|0.314|0|3|0.656|7|188939|-4.716|0.824|1|newhits|newhits|1
389|3TJk0aoXM0knrOlgd1fnbx|Weak|AJR|17|0.122|0.632|0.141|124.035|0.0439|0|4|0.675|5|202187|-4.542|0.704|1|newhits|newhits|2
390|5knZBJiKXYS7eKj7YrtAV7|Say My Name|Kongsted|6|0.0564|0.844|0.0867|149.855|0.0432|0|4|0.571|7|201120|-3.939|0.339|0|newhits|newhits|1
391|3dbIcvveDU2NdfDa4TNHOh|Ecuador|Sash!|51|0.00273|0.988|0.0944|130.007|0.0458|0.598|4|0.535|3|181081|-2.708|0.195|0|newhits|newhits|1
392|1Bt7SFJVcCyBSJbmUh6Sya|F N Sexy|JAHKOY|7|0.0935|0.592|0.0922|84.108|0.197|1.01E-05|4|0.753|6|207613|-5.836|0.544|0|newhits|newhits|1
393|19MGNAz77ZmoUTAAkG6luF|Run - Radio Edit|Hr. Troels|33|0.601|0.768|0.0766|160.031|0.244|0|4|0.625|10|180942|-4.588|0.54|0|newhits|newhits|1
394|2eFxaSHpZcJiwKlUpHqtLp|Wild Eyes|Broiler|22|0.319|0.747|0.0979|126.01|0.0683|0.000628|4|0.628|11|204573|-6.448|0.138|0|newhits|newhits|1
395|7c6DueTr5BfxnF4RvtEccH|De Snakker|NODE|55|0.323|0.607|0.106|119.908|0.185|6.13E-05|4|0.798|11|208837|-7.317|0.653|0|newhits|newhits|1
396|1bJ68FLnb0frmAuFXyketl|Drmme|Sleiman|36|0.358|0.412|0.103|85.993|0.121|0|4|0.678|2|168837|-10.206|0.323|0|newhits|newhits|1
397|42HQoKqAzrtqLg6oJ6KwIQ|The Sweetest Ass In The World - Radio Version|Alex C.|0|0.00519|0.837|0.0654|135.955|0.0397|0.000372|4|0.634|0|215880|-4.882|0.803|0|newhits|newhits|1
398|2ckqPVu69e9n1RAuSep2NQ|MELLEMFINGAMUZIK x PEPSI - MILITANT MENTALITET|MellemFingaMuzik|47|0.215|0.87|0.084|137.055|0.307|0|4|0.71|0|139270|-5.356|0.166|1|newhits|newhits|1
399|0afhq8XCExXpqazXczTSve|Galway Girl|Ed Sheeran|84|0.0735|0.876|0.327|99.943|0.1|0|4|0.624|9|170827|-3.374|0.781|1|newhits|newhits|3
400|0qDsNqGDsozhw2HciwwuWu|Deja Vu|Scarlet Pleasure|9|0.376|0.535|0.344|104.967|0.245|6.45E-06|4|0.851|5|209091|-9.115|0.732|0|newhits|newhits|1
401|3rOSwuTsUlJp0Pu0MkN8r8|Mask Off|Future|24|0.0102|0.434|0.165|150.062|0.431|0.0219|4|0.833|2|204600|-8.795|0.281|1|newhits|newhits|4
402|4hI5PS8GWCftS1AUgNlJV1|Skejsen|Molo|55|0.0258|0.651|0.21|140.103|0.243|0|4|0.866|1|305863|-6.25|0.492|0|newhits|newhits|1
403|3cJ0Fyr8C8blcaAZTYRLMN|Jeg Har En Pige|Skinz|16|0.137|0.588|0.058|143.947|0.0483|0|4|0.72|11|201630|-7.593|0.589|1|newhits|newhits|1
404|1dNIEtp7AY3oDAKCGg2XkH|Something Just Like This|The Chainsmokers|79|0.0306|0.649|0.174|102.996|0.0362|2.46E-05|4|0.607|11|247627|-6.695|0.505|0|newhits|newhits|1
405|3l5etN0PooxQ28Ac1pREpX|Utro|Gulddreng|47|0.0857|0.576|0.104|89.996|0.0457|0|4|0.649|11|185620|-6.11|0.462|1|newhits|newhits|1
406|10mqz0d6uiVNYa1ng4QlWl|La Varrio (El Barrio)|Gilli|50|0.222|0.682|0.0829|100.987|0.0501|5.73E-05|4|0.758|6|188788|-7.298|0.554|0|newhits|newhits|1
407|1qYmvwV5Fd5KOs3kkiN8DY|Kender du Emma?|Jeppe Loftager|47|0.746|0.315|0.118|88.079|0.0351|0|4|0.713|1|187275|-7.375|0.504|0|newhits|newhits|1
408|2U2VVoI9Y4WLQHr7RD2aWq|Farlig|Ftr|51|0.0948|0.832|0.0413|112.021|0.0316|0|4|0.749|10|175047|-3.575|0.647|0|newhits|newhits|1
409|7aE2eCCGYJt05y9gXr5W3x|Er Derude|Skinz|11|0.0118|0.593|0.182|159.927|0.0569|0|4|0.686|2|203495|-6.735|0.411|1|newhits|newhits|1
410|6KrjIOCdoJL03IlWwLmGsK|Gr Det Med Mig|Lrke Emilie|0|0.149|0.681|0.164|75.009|0.0821|0|4|0.669|9|207411|-6.449|0.654|0|newhits|newhits|1
411|3SD2PJyQDG5H9Yz95feORS|Gertrud|Gigis|49|0.145|0.725|0.12|115.976|0.0504|1.02E-06|4|0.736|10|218577|-7.51|0.68|0|newhits|newhits|1
412|08DaiDmEo4kKeRk2cujLBG|Bar Sig Til|Omar|46|0.0796|0.605|0.149|110.195|0.343|1.48E-06|5|0.551|10|198169|-5.017|0.541|0|newhits|newhits|1
413|5EqFKibwuIStKtAW5y8MQt|Don Diego|Sleiman|50|0.409|0.636|0.117|119.96|0.0338|0.00468|4|0.715|2|214062|-6.676|0.36|0|newhits|newhits|1
414|2eP5qjSuazVvTEU3MjEu9N|2 Lejligheder|Niklas|47|0.0853|0.774|0.151|125.057|0.0424|3.86E-06|4|0.817|11|216394|-3.862|0.523|0|newhits|newhits|1
415|5CtI0qwDJkDQGwXD1H1cLb|Despacito - Remix|Luis Fonsi|48|0.229|0.815|0.0924|88.931|0.12|0|4|0.694|2|228827|-4.328|0.813|1|newhits|newhits|2
416|3up1uPuvL5vkfJ6aOeSRtD|Loin - Pilule Violette|Matre Gims|65|0.0232|0.765|0.0754|102.028|0.101|0.0159|4|0.83|7|188040|-4.205|0.367|0|newhits|newhits|1
417|2leYJRaRalMhURt7fZTXf8|Under 18|Citybois|48|0.109|0.646|0.085|94.989|0.126|0|4|0.735|10|202087|-6.437|0.59|0|newhits|newhits|1
418|0V9cosR5jWa4fr2koARmhD|Summer Air|ItaloBrothers|70|0.0635|0.751|0.0812|102.002|0.0748|0|4|0.755|8|183587|-4.034|0.491|1|newhits|newhits|1
419|1UUj1iScVn6wOXiBSyBhLn|Habibi Aiwa|Gilli|58|0.0612|0.661|0.146|109.963|0.15|4.9E-05|4|0.731|5|198545|-6.369|0.576|0|newhits|newhits|1
420|5OSH98PlarYwozcSR7lY19|Mamacita|KESI|58|0.0873|0.633|0.132|177.944|0.193|1.33E-05|4|0.694|5|219922|-5.003|0.657|0|newhits|newhits|1
421|1fCUkXJijtAGv7XCbk3X2R|Censor|Gulddreng|40|0.165|0.669|0.41|149.897|0.0759|0|4|0.599|6|227774|-5.067|0.516|0|newhits|newhits|1
422|7bre6yd84LZ6MFoTppmHja|Swimming Pools (Drank)|Kendrick Lamar|31|0.00695|0.446|0.088|74.543|0.265|0.000419|4|0.656|1|247800|-5.897|0.203|1|newhits|newhits|1
423|5jnxxpX2834SB6LJ0S73Uz|Lollipop|Lil Wayne|63|0.055|0.428|0.137|148.077|0.083|0.00423|4|0.829|0|299333|-9.469|0.448|1|newhits|newhits|1
424|2uITqsPoCdIVABLbrTVevi|Bedre|KIDD|44|0.0629|0.603|0.0751|142.094|0.133|0|4|0.793|5|203952|-4.066|0.448|0|newhits|newhits|1
425|3A7qX2QjDlPnazUsRk5y0M|2U (feat. Justin Bieber)|David Guetta|76|0.219|0.65|0.225|144.937|0.0591|0|4|0.548|8|194897|-5.827|0.557|0|newhits|newhits|1
426|69oJmQ3NnWHQriYQ4L8dKa|Rica|Gilli|58|0.35|0.75|0.294|95.984|0.143|0|4|0.791|9|212581|-4.491|0.822|0|newhits|newhits|1
427|2ZAJVpLD8qmXK5UvWb4Yks|Legende|Gulddreng|46|0.0623|0.585|0.343|134.001|0.0509|0|4|0.741|8|185049|-5.832|0.853|0|newhits|newhits|1
428|4iLqG9SeJSnt0cSPICSjxv|Attention|Charlie Puth|39|0.0969|0.626|0.0848|100.041|0.0432|3.12E-05|4|0.774|3|211475|-4.432|0.777|0|newhits|newhits|3
429|3caMfJGFp53NAH2TuigdNj|Hunter|Galantis|19|0.186|0.712|0.102|99.831|0.111|0|4|0.509|7|183229|-5.747|0.653|1|newhits|newhits|1
430|43P1qFVz9JM0EJBJk3QFQm|Makeup - Ghost Rider Remix|Neelix|39|0.0133|0.908|0.0604|138.013|0.113|0.453|4|0.497|8|521304|-6.042|0.328|0|newhits|newhits|1
431|1730zLNltAlPSHgvqGFw7r|Faded - Slushii Remix|Alan Walker|51|0.0315|0.713|0.109|140.05|0.0562|2.38E-05|4|0.675|6|211693|-4.307|0.258|1|newhits|newhits|1
432|2HJQcyUpmUuvzS5vBAICIc|Working For It - Bonus Track|ZHU|62|0.0971|0.715|0.247|99.951|0.0505|0.0131|4|0.776|5|231813|-6.587|0.502|0|newhits|newhits|1
433|2bVwmw32wYGg5LTLbWgp7W|Min Favorit|Vild Smith|37|0.0187|0.763|0.155|165.891|0.0401|0|4|0.646|0|212718|-4.607|0.551|1|newhits|newhits|1
434|3Ypl8PEnhoFjQHUKyNcGv8|Vejen|Sivas|45|0.432|0.601|0.0745|83.092|0.062|0|4|0.721|5|249753|-5.795|0.419|1|newhits|newhits|1
435|6jNHpJIBFTJwl3bxWrGF6K|Mi Gente|J Balvin|63|0.0178|0.701|0.134|104.237|0.0914|1.34E-05|4|0.548|11|189029|-4.862|0.309|0|newhits|newhits|1
436|1y1YFAf9maXPz5IVI50mEh|Lay Lay|PAY|51|0.443|0.825|0.1|125.023|0.0909|0.000226|4|0.854|7|180641|-6.403|0.822|1|newhits|newhits|1
437|0NiXXAI876aGImAd6rTj8w|Mama|Jonas Blue|68|0.091|0.792|0.0516|104.016|0.0418|0|4|0.739|11|181615|-4.256|0.547|0|newhits|newhits|1
438|6Kc6w3BTFqDTGgB2vasbek|Limbo|Scarlet Pleasure|23|0.597|0.65|0.0902|102.926|0.226|6.68E-05|4|0.85|4|190903|-8.294|0.723|0|newhits|newhits|1
439|7HzMcKpsKOTWzLKsmEoeHR|For Lnge (feat. RH)|Ham VolKan|47|0.229|0.812|0.275|119.965|0.0629|0.000322|4|0.752|9|214526|-6.003|0.799|0|newhits|newhits|1
440|1wjzFQodRWrPcQ0AnYnvQ9|I Like Me Better|Lauv|88|0.535|0.505|0.104|91.97|0.253|2.55E-06|4|0.752|9|197437|-7.621|0.419|1|newhits|newhits|5
441|2jxsPUyKDZyXuHAwSSwKe3|Jeg Har Damer|Jeppe Loftager|48|0.214|0.729|0.0597|105.007|0.0566|0|4|0.808|2|181732|-3.12|0.605|1|newhits|newhits|1
442|7LSpHN7E9EKZo2YovzqOAV|Flelsen|KESI|57|0.202|0.713|0.0567|92.959|0.0786|0|4|0.774|5|198930|-4.748|0.872|0|newhits|newhits|1
443|7h6hAh9bRNXs9BKIdqj0xX|Comme Ci Comme a|Basim|57|0.0658|0.698|0.143|103.995|0.0661|0|4|0.729|4|191674|-5.66|0.441|0|newhits|newhits|1
444|17neFk9NqxqYtMt7VdtTlp|Plat Eller Krone|Carmon|43|0.319|0.789|0.0996|105.071|0.073|1.08E-05|4|0.735|9|185233|-6.116|0.683|0|newhits|newhits|1
445|7nZmah2llfvLDiUjm0kiyz|Friends (with BloodPop)|Justin Bieber|44|0.00459|0.739|0.306|104.99|0.0387|0|4|0.744|8|189467|-5.35|0.649|1|newhits|newhits|2
446|4tH07pR7ERMXBJXSC5EJg9|Sicario|Sleiman|46|0.38|0.802|0.0651|120.006|0.0305|0.000348|4|0.692|5|216019|-5.662|0.475|0|newhits|newhits|1
447|3FNCYiEmLHChlMxU6ShUrP|Fortune Cookie|Emma Bale|55|0.414|0.474|0.278|95.024|0.0541|0|4|0.63|5|181463|-6.536|0.362|1|newhits|newhits|1
448|1OmcAT5Y8eg5bUPv9qJT4R|rockstar|Post Malone|28|0.128|0.531|0.143|159.786|0.0776|0.000127|4|0.58|5|218320|-6.631|0.141|0|newhits|newhits|3
449|2H3ZUSE54pST4ubRd5FzFR|Ain't No Mountain High Enough|Marvin Gaye|43|0.482|0.616|0.179|130.037|0.033|0|4|0.669|11|151667|-10.776|0.818|0|newhits|newhits|3
450|1CvhKmrutTAta5awpJcFDn|Watch Me (Whip / Nae Nae)|Silent|30|0.234|0.768|0.334|139.982|0.134|0|4|0.819|8|185131|-8.522|0.964|1|newhits|newhits|1
451|27qFFBH6c4v3fQ2DwDCqBA|Jaloux|Skinz|12|0.0761|0.584|0.0481|154.932|0.141|0|4|0.726|6|191941|-6.098|0.82|0|newhits|newhits|1
452|5l7xuwTFa8MPhqnNXM7Yz5|Gi Mig Det Hele|NODE|50|0.245|0.671|0.0937|109.936|0.0893|0|4|0.804|11|178166|-5.803|0.811|0|newhits|newhits|1
453|5yVIlYEHZxQVLyInCdldoS|Impossible|James Arthur|77|0.141|0.696|0.11|169.515|0.0949|0|4|0.376|0|209440|-4.785|0.303|0|newhits|newhits|3
454|0IabpxMpUV7waD7U4uDIMJ|Impossible|Travis Scott|64|0.398|0.464|0.603|147.984|0.171|2.62E-05|4|0.507|3|242507|-8.531|0.277|0|newhits|newhits|1
455|2yr2HnFYl7XvqJk4fXoQBt|I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remastered|Mario Winans|71|0.347|0.515|0.116|97.035|0.0462|0.00156|4|0.833|11|257333|-5|0.4|0|newhits|newhits|1
456|38pBuTi9fVrKTFXsGpSDjQ|Holala|Oochie|19|0.224|0.764|0.0742|119.999|0.0371|3.44E-05|4|0.765|8|206423|-3.825|0.785|0|newhits|newhits|1
457|2771LMNxwf62FTAdpJMQfM|Bodak Yellow|Cardi B|76|0.0672|0.723|0.346|125.022|0.109|0|4|0.929|11|223962|-5.792|0.458|0|newhits|newhits|3
458|0lJCqIx5BhZtf6QtYI2fbv|Vuelve|Daddy Yankee|38|0.188|0.538|0.123|130.023|0.0319|0|4|0.73|1|279613|-5.612|0.215|1|newhits|newhits|1
459|7G8HczzoDGYk18YNlopabS|Vi En|ATYPISK|52|0.279|0.753|0.287|103.051|0.122|0|4|0.726|8|165437|-3.549|0.723|0|newhits|newhits|1
460|2cwdtbfsIwPaqtfi3anwAp|John Oliver|Ude Af Kontrol|49|0.142|0.956|0.105|137.012|0.181|2.71E-06|4|0.889|1|157664|-5.2|0.704|1|newhits|newhits|1
461|2gJIL7h1fCpFh6NjCZUJyQ|Ready To Love You|HEDEGAARD|35|0.037|0.772|0.335|103.268|0.0656|0|4|0.662|0|209047|-5.131|0.414|1|newhits|newhits|5
462|6g1XW5daFSZmX1YLdMreLU|City Of Dreams - Radio Edit|The Loft|34|0.378|0.669|0.298|116.024|0.0577|5.25E-06|4|0.791|1|209107|-4.151|0.929|1|newhits|newhits|1
463|1Not3L2Vf3658k5FEor2dQ|Damage Done|Norll|30|0.0568|0.859|0.0941|97.998|0.0522|1.16E-06|4|0.66|5|195636|-3.954|0.467|0|newhits|newhits|1
464|7FfIH0Yv6GVzir3PgQQJwP|Aji Aji|Basim|48|0.00589|0.741|0.0943|103.989|0.115|0|4|0.683|2|180891|-5.326|0.413|1|newhits|newhits|1
465|446v5k1vekgc8U5yqsmd5N|JACKPOT|MellemFingaMuzik|51|0.154|0.738|0.298|100.033|0.135|7.73E-06|4|0.81|4|186130|-3.695|0.797|0|newhits|newhits|1
466|4jBGTzZgpXmdKheChTIYZz|Ring Til Mig|Xander|6|0.266|0.589|0.126|131.782|0.174|0|4|0.627|10|192045|-9.47|0.492|0|newhits|newhits|1
467|2lEpqKYhwFGg2IEe8eqYHz|Ensom|Gulddreng|44|0.632|0.322|0.132|87.976|0.0558|0|4|0.736|0|209947|-6.781|0.453|1|newhits|newhits|1
468|4ECv88UJvcKFQX1HuLixjg|Habibi|Ricky Rich|63|0.499|0.609|0.144|75.113|0.134|0|3|0.479|4|179031|-8.5|0.74|0|newhits|newhits|1
469|7kqzLGw8qLEWN9CxSkii1o|UPN|Gulddreng|49|0.182|0.656|0.111|106.019|0.0706|0|4|0.754|11|195154|-5.756|0.518|0|newhits|newhits|1
470|6gNQyLZeyk4JMwpsNST9bv|Stilen Lagt|Molo|51|0.108|0.726|0.1|120.033|0.223|0|4|0.833|2|300574|-4.105|0.587|0|newhits|newhits|1
471|0OtWcQu0wcFietviyKNQaj|Ma Bella (feat. Souf)|DJ Kayz|39|0.516|0.866|0.0629|110.029|0.0457|0.00121|4|0.734|6|214227|-7.074|0.952|1|newhits|newhits|1
472|0oN3o8KLZZbmAk3a483uNl|Det Der|Jimilian|48|0.205|0.5|0.0716|72.54|0.086|0|4|0.657|11|206690|-8.297|0.466|0|newhits|newhits|1
473|5k38wzpLb15YgncyWdTZE4|Him & I (with Halsey)|G-Eazy|83|0.0534|0.731|0.308|87.908|0.0868|0|4|0.589|2|268867|-6.343|0.191|1|newhits|newhits|3
474|09TcIuH1ZO7i4vicWKoaN2|Papaoutai|Stromae|35|0.0241|0.818|0.0636|116.019|0.0859|0|4|0.733|10|232147|-7.222|0.253|0|newhits|newhits|2
475|4tRMnxea4LV6A7ZBK3s5dj|(I Just) Died In Your Arms - Remix|Cutting Crew|32|0.157|0.805|0.0747|125.167|0.0625|3.08E-05|4|0.523|11|285933|-8.99|0.405|0|newhits|newhits|1
476|5fQiM6oa6M00dBNNcS6pSc|Langsom|Gilli|59|0.0915|0.658|0.156|195.67|0.0921|0|4|0.6|8|209011|-7.474|0.518|0|newhits|newhits|1
477|6PbArEH9AgO0uccNlBpmIa|Giv Mig Coco|Rikke Darling|47|0.00453|0.888|0.0684|122.022|0.0573|0.0811|4|0.979|7|143756|-6.741|0.806|0|newhits|newhits|1
478|0yMRQs0IrIJzhRtcsE37K1|Dajem|Philippe|29|0.0497|0.539|0.0488|140.309|0.329|0.00134|4|0.666|6|159429|-8.372|0.208|0|newhits|newhits|1
479|3yh0edS15c60bRb7fOOHTQ|Basken 2017|Tramper Torben|48|0.459|0.629|0.0876|149.756|0.307|0.00333|4|0.538|2|174613|-10.087|0.572|1|newhits|newhits|1
480|14VTLEOzviOKVGAkA9uT2g|Ligesom Mig|KESI|54|0.0638|0.739|0.249|97.964|0.0424|0|4|0.82|7|180817|-4.871|0.682|0|newhits|newhits|1
481|42CeaId2XNlxugDvyqHfDf|Candy Paint|Post Malone|29|0.633|0.688|0.0734|90.013|0.0841|0|4|0.765|4|229573|-5.566|0.434|1|newhits|newhits|1
482|1znPMY3zq78mVuTAmOA9O7|Nothing Else Matters|Metallica|42|0.0458|0.362|0.075|142.352|0.0263|6.01E-06|3|0.553|4|388267|-11.218|0.158|0|newhits|newhits|1
483|5jWdZO2cAWXtk2lysIE5Pu|Tilfldigt|Basim|51|0.239|0.619|0.0959|149.923|0.214|0|4|0.578|1|216714|-5.828|0.324|1|newhits|newhits|1
